customer_id,article_id,hybrid_rank,svd_rank,rank_shift,is_ground_truth,normalized_svd_score,normalized_agentic_score,diversity_bonus,hybrid_score,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,department_name,section_name,index_name,prod_name,detail_desc,matched_preference_fields_json,explanation_text,grounded_claim_count,ungrounded_claim_count
5fa11ca4cd49bda22b9bdfc2b3a6c3ad36b4a7768e365c3cd4e0e0554872a80d,0766006001,9,,,False,0.298974,0.776004,0.0,0.403283,Dress,Garment Full body,Solid,Black,Jersey Basic,Jersey Basic,Womens Everyday Basics,Ladieswear,,"Calf-length dress in soft viscose jersey with a deep, wrapover V-neck at the back, short sleeves, an elasticated seam at the waist and slits in the sides. Unlined.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Full body"", ""matched_user_history_count"": 3}, {""field"": ""product_type_name"", ""item_value"": ""Dress"", ""matched_user_history_count"": 3}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 8}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 8}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Basic"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Full body' and colour 'Black'. The item product_group_name value 'Garment Full body' appears 3 times in the user's training history. The item product_type_name value 'Dress' appears 3 times in the user's training history. The item colour_group_name value 'Black' appears 8 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 8 times in the user's training history. The item garment_group_name value 'Jersey Basic' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.299, agentic score 0.776, diversity bonus 0.000, and hybrid score 0.403.",8,0
5fa11ca4cd49bda22b9bdfc2b3a6c3ad36b4a7768e365c3cd4e0e0554872a80d,0583381002,10,,,False,0.284203,0.601353,0.666667,0.382614,Dress,Garment Full body,Melange,Grey,Dresses Ladies,Projects Dresses,Divided Projects,Divided,,"Short dress in sweatshirt fabric with a lace collar, opening with a button at the back of the neck and long sleeves with ribbed cuffs.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Full body"", ""matched_user_history_count"": 3}, {""field"": ""product_type_name"", ""item_value"": ""Dress"", ""matched_user_history_count"": 3}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Melange"", ""matched_user_history_count"": 8}, {""field"": ""garment_group_name"", ""item_value"": ""Dresses Ladies"", ""matched_user_history_count"": 3}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Full body' and colour 'Grey'. The item product_group_name value 'Garment Full body' appears 3 times in the user's training history. The item product_type_name value 'Dress' appears 3 times in the user's training history. The item graphical_appearance_name value 'Melange' appears 8 times in the user's training history. The item garment_group_name value 'Dresses Ladies' appears 3 times in the user's training history. Saved Hybrid score components are available with SVD score 0.284, agentic score 0.601, diversity bonus 0.667, and hybrid score 0.383.",7,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0863937010,1,1.0,0.0,True,1.0,1.0,0.0,0.95,Vest top,Garment Upper body,Solid,Black,Jersey Basic,Jersey Basic,Womens Everyday Basics,Ladieswear,,"Fitted top in sturdy, ribbed cotton jersey with narrow shoulder straps.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 50}, {""field"": ""product_type_name"", ""item_value"": ""Vest top"", ""matched_user_history_count"": 12}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 23}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 61}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Basic"", ""matched_user_history_count"": 24}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 50 times in the user's training history. The item product_type_name value 'Vest top' appears 12 times in the user's training history. The item colour_group_name value 'Black' appears 23 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 61 times in the user's training history. The item garment_group_name value 'Jersey Basic' appears 24 times in the user's training history. Saved Hybrid score components are available with SVD score 1.000, agentic score 1.000, diversity bonus 0.000, and hybrid score 0.950. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 1.",9,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0695584001,2,2.0,0.0,False,0.612323,0.434431,0.333333,0.553901,Belt,Accessories,Solid,Black,Accessories,Belts,Womens Big accessories,Ladies Accessories,,Belt in grained imitation leather with a metal buckle. Width approx. 2.5 cm.,"[{""field"": ""product_group_name"", ""item_value"": ""Accessories"", ""matched_user_history_count"": 3}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 23}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 61}, {""field"": ""garment_group_name"", ""item_value"": ""Accessories"", ""matched_user_history_count"": 3}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Accessories' and colour 'Black'. The item product_group_name value 'Accessories' appears 3 times in the user's training history. The item colour_group_name value 'Black' appears 23 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 61 times in the user's training history. The item garment_group_name value 'Accessories' appears 3 times in the user's training history. Saved Hybrid score components are available with SVD score 0.612, agentic score 0.434, diversity bonus 0.333, and hybrid score 0.554. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 2.",8,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0516000002,3,4.0,1.0,False,0.298151,0.913923,0.333333,0.453853,T-shirt,Garment Upper body,Melange,Black,Jersey Fancy,Jersey,Womens Tailoring,Ladieswear,,Fitted top in stretch jersey with a round neck and long sleeves.,"[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 50}, {""field"": ""product_type_name"", ""item_value"": ""T-shirt"", ""matched_user_history_count"": 6}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 23}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Melange"", ""matched_user_history_count"": 7}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 11}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 50 times in the user's training history. The item product_type_name value 'T-shirt' appears 6 times in the user's training history. The item colour_group_name value 'Black' appears 23 times in the user's training history. The item graphical_appearance_name value 'Melange' appears 7 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 11 times in the user's training history. Saved Hybrid score components are available with SVD score 0.298, agentic score 0.914, diversity bonus 0.333, and hybrid score 0.454. The Hybrid rank is 3, compared with SVD rank 4, so the reranking layer promoted this item by 1 positions.",9,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0751155001,4,3.0,-1.0,False,0.396826,0.335995,0.333333,0.378443,Bra,Underwear,Solid,Black,"Under-, Nightwear",Expressive Lingerie,Womens Lingerie,Lingeries/Tights,,"Push-up bra in microfibre with mesh and lace details and decorative straps at the front. Underwired, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back.","[{""field"": ""product_group_name"", ""item_value"": ""Underwear"", ""matched_user_history_count"": 1}, {""field"": ""product_type_name"", ""item_value"": ""Bra"", ""matched_user_history_count"": 1}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 23}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 61}, {""field"": ""garment_group_name"", ""item_value"": ""Under-, Nightwear"", ""matched_user_history_count"": 3}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Underwear' and colour 'Black'. The item product_group_name value 'Underwear' appears 1 times in the user's training history. The item product_type_name value 'Bra' appears 1 times in the user's training history. The item colour_group_name value 'Black' appears 23 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 61 times in the user's training history. The item garment_group_name value 'Under-, Nightwear' appears 3 times in the user's training history. Saved Hybrid score components are available with SVD score 0.397, agentic score 0.336, diversity bonus 0.333, and hybrid score 0.378. The Hybrid rank is 4, compared with SVD rank 3, so the reranking layer demoted this item by 1 positions.",9,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0663034003,5,10.0,5.0,False,0.252922,0.73827,0.333333,0.37828,Sweater,Garment Upper body,Solid,Light Orange,Knitwear,Knitwear,Womens Trend,Ladieswear,,"Fine-knit jumper in a soft mohair blend in a wide, relaxed fit with a wrapover V-neck, dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 50}, {""field"": ""product_type_name"", ""item_value"": ""Sweater"", ""matched_user_history_count"": 15}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 61}, {""field"": ""garment_group_name"", ""item_value"": ""Knitwear"", ""matched_user_history_count"": 18}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Light Orange'. The item product_group_name value 'Garment Upper body' appears 50 times in the user's training history. The item product_type_name value 'Sweater' appears 15 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 61 times in the user's training history. The item garment_group_name value 'Knitwear' appears 18 times in the user's training history. Saved Hybrid score components are available with SVD score 0.253, agentic score 0.738, diversity bonus 0.333, and hybrid score 0.378. The Hybrid rank is 5, compared with SVD rank 10, so the reranking layer promoted this item by 5 positions.",8,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0671974001,6,,,False,0.246056,0.73827,0.333333,0.373473,Sweater,Garment Upper body,Solid,Dark Blue,Unknown,Take Care External,Collaborations,Ladieswear,,"Fitted jumper in fine-knit merino wool with a small stand-up collar, long sleeves and overlocked edges around the sleeves and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 50}, {""field"": ""product_type_name"", ""item_value"": ""Sweater"", ""matched_user_history_count"": 15}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 61}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Dark Blue'. The item product_group_name value 'Garment Upper body' appears 50 times in the user's training history. The item product_type_name value 'Sweater' appears 15 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 61 times in the user's training history. Saved Hybrid score components are available with SVD score 0.246, agentic score 0.738, diversity bonus 0.333, and hybrid score 0.373.",6,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0570004031,7,6.0,-1.0,False,0.283965,0.559444,0.666667,0.37197,Polo shirt,Garment Upper body,Stripe,White,Jersey Basic,Light Basic Jersey,Men Underwear,Menswear,,Short-sleeved polo shirt in soft jersey with a collar and button placket.,"[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 50}, {""field"": ""colour_group_name"", ""item_value"": ""White"", ""matched_user_history_count"": 12}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Basic"", ""matched_user_history_count"": 24}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'White'. The item product_group_name value 'Garment Upper body' appears 50 times in the user's training history. The item colour_group_name value 'White' appears 12 times in the user's training history. The item garment_group_name value 'Jersey Basic' appears 24 times in the user's training history. Saved Hybrid score components are available with SVD score 0.284, agentic score 0.559, diversity bonus 0.667, and hybrid score 0.372. The Hybrid rank is 7, compared with SVD rank 6, so the reranking layer demoted this item by 1 positions.",7,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0564358045,8,,,False,0.201209,0.689927,0.333333,0.329995,Sweater,Garment Upper body,Melange,Dark Red,Knitwear,Knitwear,Contemporary Smart,Menswear,,"Jumper in a soft, fine cotton knit with a round neck, long sleeves and ribbing at the cuffs and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 50}, {""field"": ""product_type_name"", ""item_value"": ""Sweater"", ""matched_user_history_count"": 15}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Melange"", ""matched_user_history_count"": 7}, {""field"": ""garment_group_name"", ""item_value"": ""Knitwear"", ""matched_user_history_count"": 18}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Dark Red'. The item product_group_name value 'Garment Upper body' appears 50 times in the user's training history. The item product_type_name value 'Sweater' appears 15 times in the user's training history. The item graphical_appearance_name value 'Melange' appears 7 times in the user's training history. The item garment_group_name value 'Knitwear' appears 18 times in the user's training history. Saved Hybrid score components are available with SVD score 0.201, agentic score 0.690, diversity bonus 0.333, and hybrid score 0.330.",7,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0904820002,9,8.0,-1.0,False,0.26939,0.302745,1.0,0.314259,Skirt,Garment Lower body,All over pattern,Dark Orange,Skirts,Skirt,Womens Everyday Collection,Ladieswear,,"Calf-length skirt in a patterned viscose weave with a high waist, concealed zip in one side, pleats at one side of the hem and a high slit at the front. Unlined.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 8}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Dark Orange'. The item product_group_name value 'Garment Lower body' appears 8 times in the user's training history. Saved Hybrid score components are available with SVD score 0.269, agentic score 0.303, diversity bonus 1.000, and hybrid score 0.314. The Hybrid rank is 9, compared with SVD rank 8, so the reranking layer demoted this item by 1 positions.",5,0
5fd43be925df90eb8d971f3bcf805c548bb1a9f02e1a0d5e03694053e7abc326,0529012024,10,5.0,-5.0,False,0.297175,0.273324,0.333333,0.29302,Underwear bottom,Underwear,Lace,Black,"Under-, Nightwear",Expressive Lingerie,Womens Lingerie,Lingeries/Tights,,"Lace Brazilian briefs with a low waist, lined gusset, wide sides and half-string back.","[{""field"": ""product_group_name"", ""item_value"": ""Underwear"", ""matched_user_history_count"": 1}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 23}, {""field"": ""garment_group_name"", ""item_value"": ""Under-, Nightwear"", ""matched_user_history_count"": 3}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Underwear' and colour 'Black'. The item product_group_name value 'Underwear' appears 1 times in the user's training history. The item colour_group_name value 'Black' appears 23 times in the user's training history. The item garment_group_name value 'Under-, Nightwear' appears 3 times in the user's training history. Saved Hybrid score components are available with SVD score 0.297, agentic score 0.273, diversity bonus 0.333, and hybrid score 0.293. The Hybrid rank is 10, compared with SVD rank 5, so the reranking layer demoted this item by 5 positions.",7,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0811184001,1,1.0,0.0,False,1.0,0.224617,0.0,0.756154,Trousers,Garment Lower body,Jacquard,Dark Green,Trousers,Trouser,Womens Everyday Collection,Ladieswear,,"Jacquard-weave playsuit with a wrapover front, a deep V-neck with pleats at the front, and an elasticated waist with ties at one side. Opening at the back with a covered button at the back of the neck and long puff sleeves with a covered button at the cuffs.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 3}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Dark Green'. The item product_group_name value 'Garment Lower body' appears 3 times in the user's training history. Saved Hybrid score components are available with SVD score 1.000, agentic score 0.225, diversity bonus 0.000, and hybrid score 0.756. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 1.",5,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0694127001,2,2.0,0.0,False,0.892335,0.344378,1.0,0.760729,Blouse,Garment Upper body,All over pattern,Light Beige,Blouses,Tops Woven,Divided Collection,Divided,,"Blouse in woven fabric with a flounce-trimmed V-neck, long sleeves with elastication and a flounce at the cuffs, and a seam with a flounce at the hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 3}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Light Beige'. The item product_group_name value 'Garment Upper body' appears 3 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.892, agentic score 0.344, diversity bonus 1.000, and hybrid score 0.761. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 2.",6,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0852775005,3,4.0,1.0,False,0.776911,0.54012,0.666667,0.712201,Bodysuit,Garment Upper body,Solid,Light Pink,Jersey Fancy,Jersey fancy,Womens Everyday Collection,Ladieswear,,"Body in stretch lace with a crocheted look. Jersey-lined cups with a scalloped trim, narrow, adjustable shoulder straps and press-studs at the crotch.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 3}, {""field"": ""colour_group_name"", ""item_value"": ""Light Pink"", ""matched_user_history_count"": 1}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 31}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 2}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Light Pink'. The item product_group_name value 'Garment Upper body' appears 3 times in the user's training history. The item colour_group_name value 'Light Pink' appears 1 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 31 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 2 times in the user's training history. Saved Hybrid score components are available with SVD score 0.777, agentic score 0.540, diversity bonus 0.667, and hybrid score 0.712. The Hybrid rank is 3, compared with SVD rank 4, so the reranking layer promoted this item by 1 positions.",8,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0864500002,4,3.0,-1.0,False,0.780901,0.420359,0.333333,0.668387,Blouse,Garment Upper body,Solid,White,Blouses,Blouse,Womens Tailoring,Ladieswear,,"Blouse in crinkled satin with a small collar and V-neck opening with a concealed button at the front. Gathered shoulder seams, a gathered yoke at the back and long sleeves with wide, buttoned cuffs.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 3}, {""field"": ""colour_group_name"", ""item_value"": ""White"", ""matched_user_history_count"": 1}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 31}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'White'. The item product_group_name value 'Garment Upper body' appears 3 times in the user's training history. The item colour_group_name value 'White' appears 1 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 31 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.781, agentic score 0.420, diversity bonus 0.333, and hybrid score 0.668. The Hybrid rank is 4, compared with SVD rank 3, so the reranking layer demoted this item by 1 positions.",8,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0870304002,5,5.0,0.0,False,0.763613,0.352096,0.666667,0.655886,Shirt,Garment Upper body,Stripe,Greenish Khaki,Blouses,Blouse,Womens Everyday Collection,Ladieswear,,"Tie-hem shirt in airy linen with a collar, buttons down the front and yoke at the back. Long sleeves with buttoned cuffs, and a straight-cut hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 3}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Stripe"", ""matched_user_history_count"": 2}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Greenish Khaki'. The item product_group_name value 'Garment Upper body' appears 3 times in the user's training history. The item graphical_appearance_name value 'Stripe' appears 2 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.764, agentic score 0.352, diversity bonus 0.667, and hybrid score 0.656. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 5.",7,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0822895001,6,9.0,3.0,False,0.524299,0.99521,0.333333,0.632479,Skirt,Garment Lower body,Solid,Black,Skirts,Skirt,Womens Tailoring,Ladieswear,,"Knee-length skirt in woven fabric with a concealed zip at the back, a high waist with pleats and a narrow tie belt, and discreet pockets in the side seams. Unlined.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 3}, {""field"": ""product_type_name"", ""item_value"": ""Skirt"", ""matched_user_history_count"": 3}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 11}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 31}, {""field"": ""garment_group_name"", ""item_value"": ""Skirts"", ""matched_user_history_count"": 3}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 3 times in the user's training history. The item product_type_name value 'Skirt' appears 3 times in the user's training history. The item colour_group_name value 'Black' appears 11 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 31 times in the user's training history. The item garment_group_name value 'Skirts' appears 3 times in the user's training history. Saved Hybrid score components are available with SVD score 0.524, agentic score 0.995, diversity bonus 0.333, and hybrid score 0.632. The Hybrid rank is 6, compared with SVD rank 9, so the reranking layer promoted this item by 3 positions.",9,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0735625006,7,6.0,-1.0,False,0.6249,0.414238,0.333333,0.557656,Blouse,Garment Upper body,Solid,Blue,Blouses,Blouse & Dress,Womens Trend,Ladieswear,,"V-neck blouse woven in a crinkled cupro blend with a collar, wrapover top with a draped effect, long sleeves and wide cuffs with a slit and button. Seam with concealed elastication at the waist, a decorative knot detail at one side, and a lower section with an asymmetric cut at the front of the hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 3}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 31}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Blue'. The item product_group_name value 'Garment Upper body' appears 3 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 31 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.625, agentic score 0.414, diversity bonus 0.333, and hybrid score 0.558. The Hybrid rank is 7, compared with SVD rank 6, so the reranking layer demoted this item by 1 positions.",7,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0618287012,8,,,False,0.420952,0.910446,0.333333,0.538944,Dress,Garment Full body,All over pattern,Black,Dresses Ladies,Dress,Womens Tailoring,Ladieswear,,"V-neck dress in an airy weave with short, double-flounced sleeves, an elasticated seam at the waist and ties at the sides. Lined.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Full body"", ""matched_user_history_count"": 24}, {""field"": ""product_type_name"", ""item_value"": ""Dress"", ""matched_user_history_count"": 24}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 11}, {""field"": ""garment_group_name"", ""item_value"": ""Dresses Ladies"", ""matched_user_history_count"": 23}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Full body' and colour 'Black'. The item product_group_name value 'Garment Full body' appears 24 times in the user's training history. The item product_type_name value 'Dress' appears 24 times in the user's training history. The item colour_group_name value 'Black' appears 11 times in the user's training history. The item garment_group_name value 'Dresses Ladies' appears 23 times in the user's training history. Saved Hybrid score components are available with SVD score 0.421, agentic score 0.910, diversity bonus 0.333, and hybrid score 0.539.",7,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0927530006,9,,,False,0.348528,1.0,0.333333,0.510636,Dress,Garment Full body,All over pattern,Dark Blue,Jersey Fancy,Jersey,Womens Trend,Ladieswear,,"Long dress in mesh with a round neckline, long sleeves and concealed elastication down the front and sleeves for a draped look. Lined.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Full body"", ""matched_user_history_count"": 24}, {""field"": ""product_type_name"", ""item_value"": ""Dress"", ""matched_user_history_count"": 24}, {""field"": ""colour_group_name"", ""item_value"": ""Dark Blue"", ""matched_user_history_count"": 6}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 2}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Full body' and colour 'Dark Blue'. The item product_group_name value 'Garment Full body' appears 24 times in the user's training history. The item product_type_name value 'Dress' appears 24 times in the user's training history. The item colour_group_name value 'Dark Blue' appears 6 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 2 times in the user's training history. Saved Hybrid score components are available with SVD score 0.349, agentic score 1.000, diversity bonus 0.333, and hybrid score 0.511.",7,0
601fa852650358334ca248a1381e89410f357a1b4ae3e46a2b891bb75d6402b0,0842605007,10,7.0,-3.0,False,0.550045,0.434198,0.333333,0.510248,Blouse,Garment Upper body,Dot,Black,Blouses,Blouse,Womens Everyday Collection,Ladieswear,,"Blouse in woven fabric with a collar and buttons down the front. Double-layered yoke with gathers at the shoulders and back, long sleeves with buttoned cuffs, and a rounded hem. Longer at the back.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 3}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 11}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 3 times in the user's training history. The item colour_group_name value 'Black' appears 11 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.550, agentic score 0.434, diversity bonus 0.333, and hybrid score 0.510. The Hybrid rank is 10, compared with SVD rank 7, so the reranking layer demoted this item by 3 positions.",7,0
